id_pedido,data_pedido,cliente,segmento_cliente,pais_destino,cidade_destino,regiao_destino,armazem_origem,fornecedor,transportadora,modo_transporte,codigo_produto,produto,categoria_produto,unidades_pedidas,stock_disponivel,valor_pedido_eur,custo_transporte_eur,margem_prevista_pct,distancia_km,prioridade,lead_time_prometido_dias,lead_time_previsto_ia_dias,taxa_atraso_fornecedor,taxa_atraso_transportadora,score_risco_ia,atraso_previsto_ia,atraso_real,dias_atraso_real,data_prometida_entrega,data_real_entrega,stock_insuficiente,dados_incompletos,problema_principal,acao_recomendada
SCM20260196,2026-05-06,Mercadona Empresas,Retalho Alimentar,Espanha,Madrid,Madrid,Armazém Lisboa,Atlântico Distribuição,DHL Iberia,Expresso,P007,Peça mecânica industrial,Peças Industriais,61,34,9760.00,149.74,0.227,1043,Média,4,9,0.04,0.12,0.86,Sim,Sim,7,2026-05-10,2026-05-17,Sim,Não,Stock insuficiente,"Repor stock, transferir de outro armazém ou priorizar pedidos críticos"
SCM20260197,2026-03-16,Auchan Retail Portugal,Retalho Alimentar,Portugal,Setúbal,Lisboa e Vale do Tejo,,Porto Tech Parts,GLS Iberia,Expresso,P007,Peça mecânica industrial,Peças Industriais,145,275,23200.00,160.68,0.303,1285,Baixa,6,5,0.12,0.09,0.34,Nao,Nao,0,2026-03-22,2026-03-21,Não,Sim,Dados incompletos,Corrigir dados antes da decisão e tornar campos obrigatórios no sistema
SCM20260198,2026-02-01,Makro España,Grossista,Espanha,Bilbao,País Basco,Armazém Porto,Andalucía Supply Hub,CTT Expresso,Rodoviário,P002,Scanner código de barras,Eletrónica,138,198,26220.00,94.32,0.276,759,Baixa,6,9,0.26,0.11,0.68,Sim,Sim,7,2026-02-07,2026-02-14,Não,Não,Fornecedor instável,"Validar fornecedor alternativo, renegociar SLA ou aumentar stock de segurança"
SCM20260199,2026-03-14,Pingo Doce Distribuição,Retalho Alimentar,Portugal,Porto,Norte,Armazém Barcelona,Norte Industrial,CTT Expresso,Expresso,P004,Luvas de segurança,EPI,108,28,756.00,113.58,0.157,947,Média,7,8,0.08,0.12,0.65,Sim,Sim,6,2026-03-21,2026-03-27,Sim,Não,Stock insuficiente,"Repor stock, transferir de outro armazém ou priorizar pedidos críticos"
SCM20260200,2026-02-28,Alcampo Retail,Retalho Alimentar,Espanha,Sevilha,Andaluzia,Armazém Lisboa,Andalucía Supply Hub,DHL Iberia,Rodoviário,P007,Peça mecânica industrial,Peças Industriais,139,280,22240.00,139.61,0.160,1198,Alta,6,8,0.33,0.08,0.70,Sim,Sim,1,2026-03-06,2026-03-07,Não,Não,Fornecedor instável,"Validar fornecedor alternativo, renegociar SLA ou aumentar stock de segurança"
SCM20260201,2026-03-12,Hotelaria Algarve,Hotelaria,Portugal,Albufeira,Algarve,Armazém Barcelona,Norte Industrial,NACEX,Paletizado,P008,Caixas de acondicionamento,Material de Armazém,227,350,1021.50,306.78,0.034,779,Média,5,7,0.07,0.09,0.58,Sim,Sim,7,2026-03-17,2026-03-24,Não,Não,Margem pressionada,"Rever preço, consolidar envios, alterar armazém de origem ou modo de transporte"
SCM20260202,2026-04-30,Carrefour España,Retalho Alimentar,Espanha,Barcelona,Catalunha,Armazém Lisboa,Valencia Source,NACEX,Rodoviário,P004,Luvas de segurança,EPI,228,401,1596.00,86.53,0.234,564,Média,7,10,0.27,0.12,0.58,Sim,Nao,0,2026-05-07,2026-05-07,Não,Não,Fornecedor instável,"Validar fornecedor alternativo, renegociar SLA ou aumentar stock de segurança"
SCM20260203,2026-03-02,Hotelaria Algarve,Hotelaria,Portugal,Albufeira,Algarve,Armazém Madrid,Lisboa Components,NACEX,Expresso,P002,Scanner código de barras,Eletrónica,89,140,16910.00,335.93,0.053,745,Baixa,4,4,0.09,0.09,0.38,Nao,Sim,5,2026-03-06,2026-03-11,Não,Não,Margem pressionada,"Rever preço, consolidar envios, alterar armazém de origem ou modo de transporte"
SCM20260204,2026-04-30,Mercadona Empresas,Retalho Alimentar,Espanha,Madrid,Madrid,Armazém Madrid,Madrid Goods Network,NACEX,Expresso,P003,Etiquetas térmicas,Material de Armazém,116,226,2088.00,98.31,0.265,640,Alta,9,14,0.36,0.12,0.61,Sim,Sim,7,2026-05-09,2026-05-16,Não,Não,Fornecedor instável,"Validar fornecedor alternativo, renegociar SLA ou aumentar stock de segurança"
SCM20260205,2026-02-26,Hospital Luz Lisboa,Saúde,Portugal,Lisboa,Lisboa e Vale do Tejo,Armazém Porto,Catalunya Freight,CTT Expresso,Expresso,P009,Mini-frigorífico hotelaria,Eletrodomésticos,112,254,23520.00,96.82,0.318,580,Alta,7,6,0.29,0.04,0.18,Nao,Nao,0,2026-03-05,2026-03-04,Não,Não,Fornecedor instável,"Validar fornecedor alternativo, renegociar SLA ou aumentar stock de segurança"
SCM20260206,2026-02-03,Distribución Galicia,Grossista,Espanha,Vigo,Galiza,Armazém Madrid,Atlântico Distribuição,NACEX,Expresso,P004,Luvas de segurança,EPI,79,111,553.00,72.09,0.186,517,Baixa,7,8,0.04,0.04,0.27,Nao,Nao,0,2026-02-10,2026-02-10,Não,Não,Sem alerta crítico,Monitorizar normalmente
SCM20260207,2026-03-25,Hotelaria Algarve,Hotelaria,Portugal,Albufeira,Algarve,Armazém Barcelona,Lisboa Components,DHL Iberia,Expresso,P005,Kit primeiros socorros,Saúde e Bem-Estar,60,108,2100.00,308.04,0.081,856,Média,8,8,0.11,0.07,0.39,Nao,Nao,0,2026-04-02,2026-04-01,Não,Não,Margem pressionada,"Rever preço, consolidar envios, alterar armazém de origem ou modo de transporte"
SCM20260208,2026-03-15,Worten Business,Retalho Especializado,Portugal,Braga,Norte,Armazém Porto,Atlântico Distribuição,,Expresso,P005,Kit primeiros socorros,Saúde e Bem-Estar,102,129,3570.00,145.14,0.188,1135,Média,6,7,0.05,0.12,0.53,Sim,Nao,0,2026-03-21,2026-03-20,Não,Sim,Dados incompletos,Corrigir dados antes da decisão e tornar campos obrigatórios no sistema
SCM20260209,2026-03-22,Carrefour España,Retalho Alimentar,Espanha,Barcelona,Catalunha,Armazém Madrid,Atlântico Distribuição,GLS Iberia,Paletizado,P006,Sensor IoT de temperatura,Eletrónica,175,96,14875.00,155.24,0.160,1134,Alta,4,8,0.04,0.07,0.90,Sim,Sim,2,2026-03-26,2026-03-28,Sim,Não,Stock insuficiente,"Repor stock, transferir de outro armazém ou priorizar pedidos críticos"
SCM20260210,2026-03-11,Hospital Quirón Madrid,Saúde,Espanha,Madrid,Madrid,Armazém Lisboa,Norte Industrial,DHL Iberia,Expresso,P001,Tablet robusto para logística,Eletrónica,133,311,55860.00,405.46,0.037,1196,Baixa,4,5,0.12,0.03,0.60,Sim,Sim,7,2026-03-15,2026-03-22,Não,Não,Margem pressionada,"Rever preço, consolidar envios, alterar armazém de origem ou modo de transporte"
SCM20260211,2026-03-25,Continente Empresas,Retalho Alimentar,Portugal,Lisboa,Lisboa e Vale do Tejo,Armazém Madrid,Lisboa Components,NACEX,Paletizado,P010,Dispositivo POS móvel,Eletrónica,123,257,31980.00,25.17,0.236,59,Baixa,6,5,0.05,0.04,0.14,Nao,Nao,0,2026-03-31,2026-03-30,Não,Não,Sem alerta crítico,Monitorizar normalmente
SCM20260212,2026-05-15,Hotelaria Algarve,Hotelaria,Portugal,Albufeira,Algarve,Armazém Lisboa,Porto Tech Parts,CTT Expresso,Expresso,P007,Peça mecânica industrial,Peças Industriais,110,276,17600.00,117.86,0.195,700,Alta,6,6,0.12,0.07,0.31,Nao,Nao,0,2026-05-21,2026-05-20,Não,Sim,Dados incompletos,Corrigir dados antes da decisão e tornar campos obrigatórios no sistema
SCM20260213,2026-04-26,Hospital Luz Lisboa,Saúde,Portugal,Lisboa,Lisboa e Vale do Tejo,Armazém Barcelona,Norte Industrial,CTT Expresso,Expresso,P005,Kit primeiros socorros,Saúde e Bem-Estar,195,286,6825.00,264.35,0.081,485,Alta,4,8,0.07,0.09,0.69,Sim,Sim,5,2026-04-30,2026-05-05,Não,Não,Margem pressionada,"Rever preço, consolidar envios, alterar armazém de origem ou modo de transporte"
SCM20260214,2026-04-07,Makro España,Grossista,Espanha,Bilbao,País Basco,Armazém Barcelona,Valencia Source,CTT Expresso,Paletizado,P006,Sensor IoT de temperatura,Eletrónica,137,164,11645.00,69.49,0.218,379,Alta,8,10,0.36,0.04,0.65,Sim,Sim,4,2026-04-15,2026-04-19,Não,Não,Fornecedor instável,"Validar fornecedor alternativo, renegociar SLA ou aumentar stock de segurança"
SCM20260215,2026-05-09,Carrefour España,Retalho Alimentar,Espanha,Barcelona,Catalunha,Armazém Barcelona,Atlântico Distribuição,CTT Expresso,Paletizado,P005,Kit primeiros socorros,Saúde e Bem-Estar,211,217,7385.00,440.95,0.066,1276,Média,7,8,0.03,0.08,0.15,Nao,Nao,0,2026-05-16,2026-05-16,Não,Não,Margem pressionada,"Rever preço, consolidar envios, alterar armazém de origem ou modo de transporte"
SCM20260216,2026-05-15,FNAC Portugal,Retalho Especializado,Portugal,Coimbra,Centro,Armazém Porto,Andalucía Supply Hub,DHL Iberia,Rodoviário,P008,Caixas de acondicionamento,Material de Armazém,217,342,976.50,123.27,0.213,962,Média,7,11,0.35,0.09,0.68,Sim,Sim,7,2026-05-22,2026-05-29,Não,Não,Fornecedor instável,"Validar fornecedor alternativo, renegociar SLA ou aumentar stock de segurança"
SCM20260217,2026-05-13,MediaMarkt Iberia,Retalho Especializado,Espanha,Valência,Comunidade Valenciana,Armazém Porto,Madrid Goods Network,NACEX,Rodoviário,P007,Peça mecânica industrial,Peças Industriais,29,161,4640.00,146.38,0.262,1155,Crítica,5,6,0.30,0.06,0.69,Sim,Sim,6,2026-05-18,2026-05-24,Não,Não,Fornecedor instável,"Validar fornecedor alternativo, renegociar SLA ou aumentar stock de segurança"
SCM20260218,2026-05-05,Auchan Retail Portugal,Retalho Alimentar,Portugal,Setúbal,Lisboa e Vale do Tejo,Armazém Madrid,Valencia Source,CTT Expresso,Paletizado,P008,Caixas de acondicionamento,Material de Armazém,212,286,954.00,90.91,0.168,506,Alta,5,6,0.29,0.13,0.31,Nao,Sim,4,2026-05-10,2026-05-14,Não,Não,Fornecedor instável,"Validar fornecedor alternativo, renegociar SLA ou aumentar stock de segurança"
SCM20260219,2026-04-24,Hotelaria Algarve,Hotelaria,Portugal,Albufeira,Algarve,Armazém Porto,Porto Tech Parts,GLS Iberia,Rodoviário,P004,Luvas de segurança,EPI,37,167,259.00,172.17,0.154,1299,Média,6,5,0.03,0.05,0.30,Nao,Nao,0,2026-04-30,2026-04-29,Não,Não,Sem alerta crítico,Monitorizar normalmente
SCM20260220,2026-04-24,MediaMarkt Iberia,Retalho Especializado,Espanha,Valência,Comunidade Valenciana,Armazém Madrid,Atlântico Distribuição,CTT Expresso,Paletizado,P006,Sensor IoT de temperatura,Eletrónica,35,115,2975.00,211.25,0.088,198,Média,5,5,0.10,0.13,0.35,Nao,Nao,0,2026-04-29,2026-04-28,Não,Não,Margem pressionada,"Rever preço, consolidar envios, alterar armazém de origem ou modo de transporte"
SCM20260221,2026-03-08,Hospital Luz Lisboa,Saúde,Portugal,Lisboa,Lisboa e Vale do Tejo,Armazém Lisboa,Valencia Source,GLS Iberia,Paletizado,P007,Peça mecânica industrial,Peças Industriais,220,316,35200.00,83.95,0.151,572,Média,5,10,0.38,0.04,0.80,Sim,Sim,1,2026-03-13,2026-03-14,Não,Não,Fornecedor instável,"Validar fornecedor alternativo, renegociar SLA ou aumentar stock de segurança"
SCM20260222,2026-03-25,Continente Empresas,Retalho Alimentar,Portugal,Lisboa,Lisboa e Vale do Tejo,Armazém Madrid,Norte Industrial,NACEX,Expresso,P010,Dispositivo POS móvel,Eletrónica,22,175,5720.00,342.31,0.052,1012,Média,2,1,0.05,0.07,0.23,Nao,Nao,0,2026-03-27,2026-03-26,Não,Não,Margem pressionada,"Rever preço, consolidar envios, alterar armazém de origem ou modo de transporte"
SCM20260223,2026-02-18,Makro Portugal,Grossista,Portugal,Faro,Algarve,Armazém Barcelona,Lisboa Components,GLS Iberia,Rodoviário,P006,Sensor IoT de temperatura,Eletrónica,108,206,9180.00,156.56,0.212,1095,Crítica,6,6,0.11,0.12,0.13,Nao,Nao,0,2026-02-24,2026-02-24,Não,Não,Sem alerta crítico,Monitorizar normalmente
SCM20260224,2026-02-14,FNAC Portugal,Retalho Especializado,Portugal,Coimbra,Centro,Armazém Madrid,Lisboa Components,GLS Iberia,Rodoviário,P008,Caixas de acondicionamento,Material de Armazém,222,203,999.00,99.95,0.212,785,Alta,6,6,0.11,0.10,0.30,Nao,Nao,0,2026-02-20,2026-02-19,Sim,Não,Stock insuficiente,"Repor stock, transferir de outro armazém ou priorizar pedidos críticos"
SCM20260225,2026-04-30,Makro Portugal,Grossista,Portugal,Faro,Algarve,Armazém Lisboa,Porto Tech Parts,NACEX,Expresso,P002,Scanner código de barras,Eletrónica,87,2,16530.00,140.63,0.248,1109,Média,4,7,0.12,0.11,0.90,Sim,Sim,1,2026-05-04,2026-05-05,Sim,Não,Stock insuficiente,"Repor stock, transferir de outro armazém ou priorizar pedidos críticos"
SCM20260226,2026-03-25,Alcampo Retail,Retalho Alimentar,Espanha,Sevilha,Andaluzia,Armazém Porto,Porto Tech Parts,DHL Iberia,Paletizado,P006,Sensor IoT de temperatura,Eletrónica,60,3,5100.00,89.49,0.212,422,Média,4,9,0.08,0.09,0.77,Sim,Sim,1,2026-03-29,2026-03-30,Sim,Não,Stock insuficiente,"Repor stock, transferir de outro armazém ou priorizar pedidos críticos"
SCM20260227,2026-04-18,FNAC Portugal,Retalho Especializado,Portugal,Coimbra,Centro,Armazém Madrid,Atlântico Distribuição,SEUR,Expresso,P001,Tablet robusto para logística,Eletrónica,164,325,68880.00,92.77,0.292,823,Baixa,5,5,0.14,0.36,0.47,Nao,Sim,4,2026-04-23,2026-04-27,Não,Não,Transportadora com risco,"Contactar transportadora, reencaminhar pedido ou usar transporte expresso"
SCM20260228,2026-03-18,Continente Empresas,Retalho Alimentar,Portugal,Lisboa,Lisboa e Vale do Tejo,Armazém Porto,Lisboa Components,CTT Expresso,Rodoviário,P003,Etiquetas térmicas,Material de Armazém,23,0,414.00,119.20,0.160,876,Alta,5,7,0.11,0.04,0.84,Sim,Sim,4,2026-03-23,2026-03-27,Sim,Não,Stock insuficiente,"Repor stock, transferir de outro armazém ou priorizar pedidos críticos"
SCM20260229,2026-02-18,Makro Portugal,Grossista,Portugal,Faro,Algarve,Armazém Lisboa,Porto Tech Parts,CTT Expresso,Expresso,P001,Tablet robusto para logística,Eletrónica,124,247,52080.00,192.07,0.075,340,Média,6,5,0.12,0.08,0.12,Nao,Nao,0,2026-02-24,2026-02-24,Não,Não,Margem pressionada,"Rever preço, consolidar envios, alterar armazém de origem ou modo de transporte"
SCM20260230,2026-02-21,Distribución Galicia,Grossista,Espanha,Vigo,Galiza,Armazém Porto,Valencia Source,GLS Iberia,Rodoviário,P006,Sensor IoT de temperatura,Eletrónica,175,306,14875.00,144.06,0.201,1159,Média,7,6,0.38,0.09,0.08,Nao,Nao,0,2026-02-28,2026-02-27,Não,Não,Fornecedor instável,"Validar fornecedor alternativo, renegociar SLA ou aumentar stock de segurança"
SCM20260231,2026-02-18,Auchan Retail Portugal,Retalho Alimentar,Portugal,Setúbal,Lisboa e Vale do Tejo,Armazém Porto,Porto Tech Parts,,Rodoviário,P010,Dispositivo POS móvel,Eletrónica,61,132,15860.00,158.59,0.178,1211,Crítica,7,7,0.06,0.09,0.42,Nao,Nao,0,2026-02-25,2026-02-24,Não,Sim,Dados incompletos,Corrigir dados antes da decisão e tornar campos obrigatórios no sistema
SCM20260232,2026-03-17,Continente Empresas,Retalho Alimentar,Portugal,Lisboa,Lisboa e Vale do Tejo,Armazém Lisboa,Norte Industrial,GLS Iberia,Paletizado,P007,Peça mecânica industrial,Peças Industriais,144,114,23040.00,128.08,0.290,998,Alta,3,4,0.08,0.06,0.68,Sim,Sim,4,2026-03-20,2026-03-24,Sim,Não,Stock insuficiente,"Repor stock, transferir de outro armazém ou priorizar pedidos críticos"
SCM20260233,2026-05-21,Auchan Retail Portugal,Retalho Alimentar,Portugal,Setúbal,Lisboa e Vale do Tejo,Armazém Lisboa,Norte Industrial,DHL Iberia,Rodoviário,P008,Caixas de acondicionamento,Material de Armazém,36,35,162.00,163.53,0.160,1176,Alta,6,6,0.08,0.04,0.30,Nao,Sim,2,2026-05-27,2026-05-29,Sim,Não,Stock insuficiente,"Repor stock, transferir de outro armazém ou priorizar pedidos críticos"
SCM20260234,2026-04-17,FNAC Portugal,Retalho Especializado,Portugal,Coimbra,Centro,,Lisboa Components,NACEX,Cross-docking,P008,Caixas de acondicionamento,Material de Armazém,84,215,378.00,158.02,0.302,1213,Média,3,4,0.14,0.10,0.19,Nao,Nao,0,2026-04-20,2026-04-20,Não,Sim,Dados incompletos,Corrigir dados antes da decisão e tornar campos obrigatórios no sistema
SCM20260235,2026-02-20,Carrefour España,Retalho Alimentar,Espanha,Barcelona,Catalunha,Armazém Lisboa,Porto Tech Parts,CTT Expresso,Paletizado,P002,Scanner código de barras,Eletrónica,229,370,43510.00,101.62,0.203,552,Média,4,6,0.05,0.10,0.45,Sim,Nao,0,2026-02-24,2026-02-24,Não,Não,Sem alerta crítico,Monitorizar normalmente
SCM20260236,2026-02-05,Pingo Doce Distribuição,Retalho Alimentar,Portugal,Porto,Norte,Armazém Lisboa,Lisboa Components,GLS Iberia,Rodoviário,P003,Etiquetas térmicas,Material de Armazém,38,3,684.00,165.10,0.254,1289,Alta,6,7,0.08,0.12,0.40,Nao,Nao,0,2026-02-11,2026-02-10,Sim,Não,Stock insuficiente,"Repor stock, transferir de outro armazém ou priorizar pedidos críticos"
SCM20260237,2026-03-08,MediaMarkt Iberia,Retalho Especializado,Espanha,Valência,Comunidade Valenciana,Armazém Barcelona,Norte Industrial,SEUR,Rodoviário,P007,Peça mecânica industrial,Peças Industriais,90,156,14400.00,114.44,0.154,951,Média,6,8,0.13,0.39,0.79,Sim,Sim,2,2026-03-14,2026-03-16,Não,Não,Transportadora com risco,"Contactar transportadora, reencaminhar pedido ou usar transporte expresso"
SCM20260238,2026-04-06,Pingo Doce Distribuição,Retalho Alimentar,Portugal,Porto,Norte,Armazém Lisboa,Norte Industrial,GLS Iberia,Rodoviário,P001,Tablet robusto para logística,Eletrónica,209,313,87780.00,86.36,0.287,394,Média,4,4,0.07,0.06,0.21,Nao,Nao,0,2026-04-10,2026-04-10,Não,Não,Sem alerta crítico,Monitorizar normalmente
SCM20260239,2026-03-23,Auchan Retail Portugal,Retalho Alimentar,Portugal,Setúbal,Lisboa e Vale do Tejo,Armazém Barcelona,Lisboa Components,NACEX,Rodoviário,P005,Kit primeiros socorros,Saúde e Bem-Estar,154,332,5390.00,169.46,0.202,1229,Média,6,6,0.11,0.09,0.19,Nao,Nao,0,2026-03-29,2026-03-28,Não,Sim,Dados incompletos,Corrigir dados antes da decisão e tornar campos obrigatórios no sistema
SCM20260240,2026-05-18,Continente Empresas,Retalho Alimentar,Portugal,Lisboa,Lisboa e Vale do Tejo,Armazém Lisboa,Porto Tech Parts,DHL Iberia,Rodoviário,P009,Mini-frigorífico hotelaria,Eletrodomésticos,32,205,6720.00,93.72,0.292,589,Média,4,4,0.12,0.03,0.09,Nao,Nao,0,2026-05-22,2026-05-22,Não,Não,Sem alerta crítico,Monitorizar normalmente
SCM20260241,2026-02-19,Makro España,Grossista,Espanha,Bilbao,País Basco,Armazém Lisboa,Atlântico Distribuição,NACEX,Paletizado,P006,Sensor IoT de temperatura,Eletrónica,37,11,3145.00,143.81,0.286,1138,Média,3,4,0.05,0.12,0.77,Sim,Sim,1,2026-02-22,2026-02-23,Sim,Não,Stock insuficiente,"Repor stock, transferir de outro armazém ou priorizar pedidos críticos"
SCM20260242,2026-03-24,Hotelaria Algarve,Hotelaria,Portugal,Albufeira,Algarve,Armazém Porto,Madrid Goods Network,DHL Iberia,Paletizado,P008,Caixas de acondicionamento,Material de Armazém,196,351,882.00,116.81,0.171,856,Alta,6,7,0.29,0.05,0.41,Nao,Sim,1,2026-03-30,2026-03-31,Não,Não,Fornecedor instável,"Validar fornecedor alternativo, renegociar SLA ou aumentar stock de segurança"
SCM20260243,2026-02-23,Pingo Doce Distribuição,Retalho Alimentar,Portugal,Porto,Norte,Armazém Porto,Atlântico Distribuição,,Rodoviário,P007,Peça mecânica industrial,Peças Industriais,82,238,13120.00,160.07,0.289,1282,Crítica,4,5,0.08,0.04,0.38,Nao,Nao,0,2026-02-27,2026-02-27,Não,Sim,Dados incompletos,Corrigir dados antes da decisão e tornar campos obrigatórios no sistema
SCM20260244,2026-02-24,Hospital Quirón Madrid,Saúde,Espanha,Madrid,Madrid,Armazém Barcelona,Lisboa Components,DHL Iberia,Rodoviário,P010,Dispositivo POS móvel,Eletrónica,194,325,50440.00,122.25,0.174,746,Alta,7,9,0.06,0.06,0.41,Sim,Sim,5,2026-03-03,2026-03-08,Não,Não,Sem alerta crítico,Monitorizar normalmente
SCM20260245,2026-03-01,Hospital Luz Lisboa,Saúde,Portugal,Lisboa,Lisboa e Vale do Tejo,Armazém Barcelona,Atlântico Distribuição,CTT Expresso,Rodoviário,P002,Scanner código de barras,Eletrónica,51,36,9690.00,73.80,0.310,334,Baixa,3,3,0.04,0.12,0.43,Nao,Sim,7,2026-03-04,2026-03-11,Sim,Não,Stock insuficiente,"Repor stock, transferir de outro armazém ou priorizar pedidos críticos"
SCM20260246,2026-02-03,Mercadona Empresas,Retalho Alimentar,Espanha,Madrid,Madrid,Armazém Barcelona,Porto Tech Parts,GLS Iberia,Paletizado,P010,Dispositivo POS móvel,Eletrónica,154,22,40040.00,125.28,0.235,809,Média,6,10,0.05,0.11,0.89,Sim,Sim,7,2026-02-09,2026-02-16,Sim,Não,Stock insuficiente,"Repor stock, transferir de outro armazém ou priorizar pedidos críticos"
SCM20260247,2026-04-21,Hospital Luz Lisboa,Saúde,Portugal,Lisboa,Lisboa e Vale do Tejo,Armazém Porto,Lisboa Components,DHL Iberia,Expresso,P007,Peça mecânica industrial,Peças Industriais,206,290,32960.00,457.29,0.037,1207,Baixa,4,5,0.05,0.11,0.68,Sim,Sim,4,2026-04-25,2026-04-29,Não,Não,Margem pressionada,"Rever preço, consolidar envios, alterar armazém de origem ou modo de transporte"
SCM20260248,2026-03-19,Mercadona Empresas,Retalho Alimentar,Espanha,Madrid,Madrid,Armazém Porto,Norte Industrial,CTT Expresso,Expresso,P007,Peça mecânica industrial,Peças Industriais,152,272,24320.00,404.34,0.067,1149,Alta,3,3,0.13,0.04,0.15,Nao,Nao,0,2026-03-22,2026-03-22,Não,Não,Margem pressionada,"Rever preço, consolidar envios, alterar armazém de origem ou modo de transporte"
SCM20260249,2026-03-23,El Corte Inglés Madrid,Retalho Especializado,Espanha,Madrid,Madrid,Armazém Porto,Porto Tech Parts,SEUR,Expresso,P008,Caixas de acondicionamento,Material de Armazém,218,341,981.00,60.55,0.246,923,Alta,2,3,0.14,0.22,0.65,Sim,Sim,1,2026-03-25,2026-03-26,Não,Não,Transportadora com risco,"Contactar transportadora, reencaminhar pedido ou usar transporte expresso"
SCM20260250,2026-02-12,Continente Empresas,Retalho Alimentar,Portugal,Lisboa,Lisboa e Vale do Tejo,Armazém Lisboa,Porto Tech Parts,NACEX,Expresso,P004,Luvas de segurança,EPI,182,326,1274.00,374.40,0.046,835,Alta,2,5,0.12,0.10,0.67,Sim,Nao,0,2026-02-14,2026-02-14,Não,Não,Margem pressionada,"Rever preço, consolidar envios, alterar armazém de origem ou modo de transporte"
